Player,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,labels
Jim Cleamons,1.63,1.25,2.87,0.07,-0.75,-0.19,-0.93,0.73,223.27,483.64,0.45,3.27,14.0,0.3,222.0,478.0,0.46,0.45,91.36,119.73,0.76,69.55,145.64,193.91,256.27,58.36,15.36,50.72,124.55,539.18,2
Jim Creighton,-0.4,0.1,-0.2,-0.06,-8.8,-1.1,-9.9,-0.3,12.0,43.0,0.28,13.0,44.0,0.31,12.0,43.0,0.28,0.28,7.0,16.0,0.44,13.0,32.0,45.0,4.0,2.0,9.0,16.6,23.0,31.0,3
Jim Davis,0.77,0.7,1.45,0.06,-1.52,0.06,-1.37,0.14,112.62,247.38,0.42,8.38,28.5,0.0,112.62,247.38,0.42,0.42,80.25,120.75,0.65,61.25,134.0,242.12,55.25,33.38,20.62,14.51,117.75,305.5,2
Jim Eakins,0.82,0.52,1.32,0.11,-0.68,-0.22,-0.92,0.25,59.75,127.0,0.49,8.75,29.75,0.0,59.75,127.0,0.49,0.49,72.0,85.5,0.84,42.5,85.25,127.75,44.25,10.75,20.75,20.65,84.25,191.5,0
Jim Farmer,0.04,0.1,0.11,-0.03,-4.89,-3.96,-8.84,-0.21,53.71,123.71,0.39,3.86,14.43,0.17,49.86,109.29,0.44,0.4,27.29,37.29,0.8,15.14,21.14,36.29,21.29,7.86,0.86,22.29,31.71,138.57,0
Jim Fox,2.44,1.44,3.9,0.12,-1.22,-0.16,-1.31,0.33,240.89,512.67,0.46,9.22,31.56,0.0,240.89,512.67,0.46,0.46,163.89,208.67,0.78,88.78,200.33,513.33,111.0,32.78,18.78,14.13,185.33,645.67,2
Jim Garvin,0.0,0.0,0.0,-0.13,-14.1,-7.4,-21.5,-0.1,1.0,4.0,0.25,9.0,32.0,0.2,1.0,4.0,0.25,0.25,0.0,0.0,0.71,1.0,4.0,5.0,0.0,0.0,0.0,12.7,1.0,2.0,3
Jim Grandholm,0.3,0.2,0.4,0.12,0.7,-1.5,-0.9,0.0,30.0,58.0,0.52,9.0,17.0,0.53,21.0,41.0,0.51,0.6,10.0,21.0,0.48,20.0,30.0,50.0,8.0,2.0,8.0,11.0,33.0,79.0,0
Jim Jackson,0.8,1.1,1.88,0.04,-0.93,-0.7,-1.62,0.52,261.04,614.88,0.41,49.75,137.5,0.35,211.29,477.38,0.42,0.45,119.58,145.12,0.82,64.54,165.96,230.5,163.71,41.29,10.38,122.08,112.29,691.42,2
Jim Johnstone,-0.13,0.13,-0.07,-0.03,-6.3,-0.03,-6.37,-0.13,7.33,20.0,0.34,0.0,0.0,0.07,7.33,20.0,0.34,0.34,6.0,13.33,0.48,10.0,20.67,30.67,7.33,2.0,4.67,10.0,22.0,20.67,3
Jim King,0.73,1.03,1.77,0.1,-1.77,-0.13,-1.8,0.0,126.0,282.33,0.44,5.0,17.33,0.32,126.0,282.33,0.44,0.44,65.67,81.33,0.81,57.33,128.33,75.0,86.67,27.0,19.0,14.0,78.0,317.67,0
Jim Lampley,0.0,0.0,0.0,-0.0,-9.1,-2.9,-12.1,0.0,1.0,3.0,0.33,0.0,0.0,0.0,1.0,3.0,0.33,0.33,1.0,2.0,0.5,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,3
Jim Les,0.61,0.44,1.02,0.07,-1.56,-2.41,-4.0,-0.1,47.12,119.0,0.37,24.5,62.0,0.25,22.62,57.0,0.39,0.44,35.12,42.88,0.82,11.12,39.25,50.38,118.75,21.5,2.5,37.75,53.38,153.88,0
Jim Marsh,-0.4,0.1,-0.3,-0.04,-0.9,-1.2,-1.9,0.0,39.0,117.0,0.33,15.0,49.0,0.31,39.0,117.0,0.33,0.33,41.0,59.0,0.7,26.0,84.0,84.0,30.0,36.0,7.0,12.7,50.0,119.0,0
Jim McDaniels,-0.28,0.4,0.12,0.01,-2.84,-0.88,-3.68,-0.16,81.8,203.6,0.4,8.4,29.0,0.0,81.8,203.6,0.4,0.4,29.8,42.4,0.74,38.8,92.4,162.0,34.0,16.6,16.4,20.7,73.2,193.4,0
Jim McElroy,0.89,0.76,1.64,0.04,-1.96,-1.57,-3.5,-0.21,207.11,446.78,0.45,3.78,15.0,0.26,205.78,440.67,0.45,0.45,108.11,141.44,0.77,30.44,71.67,102.11,187.67,47.78,16.11,85.87,92.67,523.67,2
Jim McIlvaine,0.07,1.27,1.34,0.07,-4.63,3.91,-0.74,0.39,60.43,135.43,0.43,0.14,1.43,0.02,60.29,134.0,0.44,0.43,32.14,58.29,0.59,68.43,109.14,177.57,15.0,19.43,98.71,33.0,150.29,153.14,0
Jim McMillian,3.23,1.88,5.11,0.1,-0.44,-0.39,-0.79,0.79,404.89,839.67,0.48,5.78,20.22,0.31,404.89,839.67,0.48,0.48,160.89,193.44,0.82,81.0,184.0,368.78,173.0,60.44,11.56,24.37,133.33,970.67,1
Jim Owens,0.05,0.15,0.2,0.08,-1.95,-2.3,-4.25,-0.25,38.5,92.0,0.46,11.0,38.5,0.31,38.5,92.0,0.46,0.46,11.5,15.0,0.77,4.0,22.0,26.0,32.0,10.5,1.0,14.7,16.5,88.5,0
Jim Paxson,2.98,1.23,4.23,0.1,0.19,-1.83,-1.65,0.67,360.15,725.46,0.48,7.92,35.08,0.21,352.23,690.38,0.49,0.48,159.92,197.85,0.81,41.08,84.92,126.0,182.77,75.46,7.54,91.0,116.54,888.15,2
Jim Petersen,0.34,1.39,1.7,0.06,-2.91,0.45,-2.46,0.06,171.38,352.62,0.48,0.25,3.5,0.08,171.12,349.12,0.48,0.48,81.62,112.62,0.72,95.75,198.5,294.25,60.88,26.62,45.38,82.75,169.25,424.62,2
Jim Price,0.63,1.39,2.04,0.08,-0.47,0.07,-0.39,0.59,213.79,481.29,0.45,6.07,21.5,0.32,213.79,481.29,0.45,0.45,86.93,106.0,0.82,41.21,118.36,161.07,192.36,79.79,13.07,42.25,142.71,514.5,2
Jim Rowinski,0.05,0.02,0.08,0.18,-3.78,-6.13,-9.93,0.0,4.0,10.0,0.3,0.0,0.0,0.1,4.0,10.0,0.3,0.3,8.0,9.5,0.79,4.75,5.0,9.75,1.25,0.25,0.5,2.5,4.75,16.0,3
Jim Smith,0.15,0.2,0.35,0.11,-2.9,-2.8,-5.7,0.05,44.5,86.5,0.63,0.0,0.0,0.2,44.5,86.5,0.63,0.63,20.5,44.5,0.48,36.0,57.5,93.5,23.0,11.0,25.5,23.5,94.5,109.5,0
Jim Spanarkel,1.9,0.6,2.46,0.1,0.52,-0.72,-0.2,0.68,168.8,359.2,0.46,2.4,9.6,0.23,166.4,349.6,0.47,0.47,161.0,188.2,0.81,60.0,70.4,130.4,114.4,49.6,7.6,79.8,99.0,501.0,2
Jim Thomas,0.48,0.72,1.25,-0.03,-4.78,-0.88,-5.65,0.1,135.25,287.0,0.4,2.25,13.25,0.23,133.0,273.75,0.4,0.4,66.0,86.5,0.7,34.0,70.5,104.5,94.25,35.5,3.0,52.5,80.5,338.75,0
Jim Washington,1.39,1.45,2.83,0.07,-2.87,0.35,-2.48,0.07,216.8,476.7,0.41,1.8,7.2,0.2,216.8,476.7,0.41,0.41,119.2,159.2,0.72,76.8,180.4,453.6,94.2,23.0,26.2,14.76,164.5,552.8,2
Jim Zoet,-0.1,0.0,-0.1,-0.12,-10.3,3.0,-7.3,0.0,1.0,5.0,0.2,0.0,0.0,0.0,1.0,5.0,0.2,0.2,0.0,0.0,0.68,3.0,5.0,8.0,1.0,1.0,3.0,4.0,9.0,2.0,3
Jimmer Fredette,0.32,0.06,0.39,0.01,-1.95,-3.72,-5.7,-0.2,78.0,185.5,0.4,29.12,73.88,0.35,48.88,111.62,0.42,0.47,26.25,29.88,0.88,7.5,28.5,36.0,48.5,13.25,1.75,33.38,31.62,211.38,0
Jimmy Butler,5.35,2.88,8.22,0.18,2.12,0.97,3.1,3.22,334.5,747.17,0.44,56.33,167.0,0.32,278.17,580.17,0.47,0.47,309.33,373.5,0.81,94.67,225.5,320.17,209.0,97.17,30.5,93.67,94.5,1034.67,1
Jimmy Carruth,0.0,0.0,0.0,0.09,-6.5,-0.4,-6.9,0.0,2.0,3.0,0.67,0.0,0.0,0.2,2.0,3.0,0.67,0.67,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,4.0,5.0,0
Jimmy Collins,-0.1,0.35,0.25,0.02,-1.85,0.1,-1.65,0.05,59.0,142.5,0.4,4.5,16.5,0.33,59.0,142.5,0.4,0.4,22.5,28.0,0.84,60.5,135.5,33.0,35.0,26.0,22.5,13.95,27.0,140.5,0
Jimmy Jones,0.93,1.1,2.07,0.05,-3.57,0.27,-3.3,0.33,120.67,239.0,0.41,12.33,41.0,0.32,120.67,239.0,0.41,0.41,59.0,80.0,0.66,23.0,67.67,90.67,94.33,37.0,5.0,12.77,107.0,300.33,0
Jimmy King,-0.05,0.05,0.0,0.02,-2.55,-0.2,-2.8,-0.4,56.0,130.5,0.38,2.5,17.0,0.24,53.5,113.5,0.4,0.39,28.0,40.5,0.6,22.5,33.5,56.0,45.0,12.0,6.5,30.5,39.0,142.5,0
Jimmy Oliver,-0.02,0.08,0.06,0.05,-2.5,-3.14,-5.64,-0.16,27.0,66.4,0.39,3.4,10.0,0.44,23.6,56.4,0.35,0.46,8.8,11.4,0.82,3.6,12.4,16.0,11.0,5.4,0.6,6.6,13.2,66.2,0
Jimmy Walker,3.69,1.01,4.7,0.08,-1.14,-1.36,-2.46,0.11,492.38,1060.25,0.48,6.88,23.81,0.33,492.38,1060.25,0.48,0.48,251.12,299.0,0.74,44.12,129.12,191.25,255.12,51.12,14.25,14.68,165.75,1235.88,1
Jiri Welsch,0.43,0.78,1.22,0.02,-2.95,-1.15,-4.1,-0.07,110.83,275.17,0.36,25.33,75.67,0.29,85.5,199.5,0.38,0.39,83.0,110.0,0.75,24.33,103.83,128.17,79.67,38.5,3.33,55.83,85.83,330.0,0
Jo Jo,1.16,2.16,3.31,0.05,-2.15,-0.37,-2.52,0.34,396.12,893.0,0.43,5.12,18.38,0.29,395.38,890.62,0.44,0.44,131.75,158.12,0.75,43.19,127.62,214.38,271.44,54.38,11.62,53.76,136.38,924.75,2
Joakim Noah,2.67,3.3,5.96,0.15,-0.09,3.84,3.74,2.78,212.9,434.2,0.49,0.0,1.5,0.0,212.9,432.7,0.49,0.49,129.9,185.8,0.66,207.1,371.8,578.9,180.7,51.1,84.0,107.3,176.4,555.7,1
Joao Vianna,0.0,0.0,0.0,-0.06,-9.1,-10.1,-19.2,0.0,1.0,2.0,0.5,0.0,0.0,0.31,1.0,2.0,0.5,0.5,0.0,0.0,0.76,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,3
Joby Wright,0.3,0.3,0.6,0.03,-0.9,-1.2,-1.9,0.0,133.0,278.0,0.48,15.0,47.0,0.2,133.0,278.0,0.48,0.48,37.0,89.0,0.42,26.0,85.0,218.0,36.0,35.0,7.0,12.8,164.0,303.0,0
Jodie Meeks,1.4,0.88,2.28,0.09,0.15,-1.82,-1.68,0.42,159.1,380.5,0.4,73.7,198.2,0.37,85.4,182.3,0.44,0.5,81.2,92.5,0.87,14.1,94.0,108.1,54.4,40.1,3.6,39.6,62.4,473.1,2
Joe Alexander,-0.15,0.35,0.2,0.03,-4.3,0.85,-3.5,-0.1,51.5,125.5,0.29,8.0,23.5,0.17,43.5,102.0,0.32,0.31,30.0,43.0,0.68,23.0,37.0,60.0,22.0,8.0,15.0,26.0,58.0,141.0,0
Joe Arlauckas,-0.1,0.1,-0.1,-0.04,-4.9,-1.6,-6.5,-0.1,14.0,43.0,0.33,0.0,0.0,0.31,14.0,43.0,0.33,0.33,6.0,8.0,0.75,6.0,7.0,13.0,8.0,3.0,4.0,4.0,16.0,34.0,3
Joe Barry,0.69,2.04,2.7,0.05,-2.66,0.59,-2.06,0.45,409.64,876.14,0.45,0.0,1.21,0.0,409.64,874.93,0.45,0.45,194.43,259.57,0.77,139.57,313.0,452.57,105.29,56.0,95.86,162.14,185.64,1013.71,1
Joe Binion,0.0,0.1,0.1,0.09,-3.1,-0.6,-3.8,0.0,4.0,10.0,0.4,0.0,0.0,0.2,4.0,10.0,0.4,0.4,6.0,10.0,0.6,8.0,10.0,18.0,1.0,2.0,2.0,3.0,5.0,14.0,0
Joe Bryant,0.32,1.26,1.61,0.06,-1.64,-0.28,-1.91,0.09,261.62,581.0,0.45,4.5,20.62,0.2,258.75,566.62,0.45,0.45,130.38,175.5,0.74,103.12,202.0,305.12,131.12,64.88,25.12,120.52,204.38,656.5,2
Joe Cooke,-0.6,0.2,-0.4,-0.02,-1.8,0.1,-1.7,0.0,134.0,341.0,0.39,0.0,3.0,0.33,134.0,341.0,0.39,0.39,48.0,59.0,0.81,72.0,149.0,114.0,93.0,26.0,19.0,13.9,135.0,316.0,0
Joe Cooper,0.0,0.12,0.07,-0.02,-5.43,-0.43,-5.88,0.0,13.67,26.83,0.47,0.0,0.0,0.0,13.67,26.83,0.47,0.47,5.83,10.67,0.59,14.67,15.83,30.5,6.0,3.33,6.83,10.83,17.83,33.17,0
Joe Courtney,-0.01,0.08,0.08,0.01,-5.22,-2.6,-7.8,-0.15,19.7,45.5,0.41,0.4,0.6,0.29,19.3,44.9,0.41,0.42,9.2,14.0,0.67,10.6,12.5,23.1,4.5,3.5,4.0,7.7,18.5,49.0,0
Joe Crawford,0.0,0.0,0.0,0.04,-3.0,-2.6,-5.6,0.0,3.0,10.0,0.3,1.0,4.0,0.25,2.0,6.0,0.33,0.35,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,9.0,3
Joe Crispin,0.2,0.07,0.3,0.08,0.47,-4.4,-3.97,0.0,17.33,45.33,0.35,10.0,26.0,0.27,7.33,19.33,0.38,0.43,8.0,8.67,0.91,1.33,6.0,7.33,17.33,3.33,0.0,6.67,6.67,52.67,0
Joe Dumars*,4.51,1.66,6.16,0.12,1.89,-1.76,0.11,1.37,428.14,930.43,0.46,70.71,185.14,0.37,357.43,745.29,0.47,0.5,244.5,289.93,0.84,47.93,109.43,157.36,329.43,64.43,5.93,148.86,130.43,1171.5,1
Joe Ellis,-0.95,1.58,0.68,0.02,-2.28,-0.52,-2.72,-0.1,224.0,564.0,0.38,7.25,25.38,0.29,224.0,564.0,0.38,0.38,83.25,114.75,0.7,38.25,98.0,326.0,95.75,34.0,9.75,14.32,182.5,531.25,2
Joe Harris,0.05,0.4,0.5,0.02,-1.7,-2.0,-3.75,-0.3,101.0,241.0,0.41,58.0,152.5,0.38,43.0,88.5,0.48,0.54,22.0,32.0,0.66,11.5,82.5,94.0,40.0,18.5,5.0,41.0,91.5,282.0,0
Joe Hassett,0.7,0.28,0.97,0.07,0.39,-3.26,-2.85,-0.04,106.88,253.88,0.43,33.12,99.62,0.3,76.0,162.25,0.48,0.48,15.25,17.88,0.84,15.75,31.12,46.88,57.5,17.38,2.38,25.0,53.25,259.88,0
Joe Ingles,1.07,2.07,3.17,0.09,-0.17,0.83,0.67,1.17,158.33,365.33,0.43,92.0,230.33,0.39,66.33,135.0,0.5,0.56,31.0,42.0,0.74,21.33,174.0,195.33,167.33,74.33,7.33,90.0,128.33,439.67,2
Joe Johnson,3.0,1.39,4.38,0.09,1.28,-1.14,0.16,1.38,415.2,940.1,0.44,104.8,281.45,0.36,310.4,658.65,0.47,0.5,145.1,180.9,0.8,58.85,212.9,271.75,270.75,58.65,13.85,131.6,122.25,1080.3,1
Joe Kleine,0.25,0.78,1.02,0.05,-3.93,-0.76,-4.68,-0.37,107.3,240.15,0.42,0.75,2.65,0.17,106.55,237.5,0.43,0.43,50.55,62.95,0.8,72.7,155.9,228.6,36.2,15.55,16.3,46.1,114.5,265.9,0
Joe Kopicki,0.67,0.47,1.17,0.15,-1.03,0.4,-0.67,0.13,45.67,92.67,0.49,1.0,3.67,0.27,44.67,89.0,0.5,0.49,51.67,63.67,0.82,37.0,67.67,104.67,28.0,12.33,2.67,25.0,50.0,144.0,0
Joe Meriweather,1.09,1.4,2.49,0.09,-1.83,0.72,-1.12,0.34,201.0,395.33,0.51,3.5,12.33,0.04,200.92,395.08,0.51,0.51,102.0,148.75,0.69,119.0,228.75,347.75,56.83,29.25,75.33,74.58,211.33,504.08,2
Joe Pace,0.1,0.4,0.5,0.08,-1.95,-0.1,-2.0,0.0,45.5,97.5,0.46,6.5,22.0,0.0,45.5,97.5,0.46,0.46,36.5,61.0,0.58,33.0,51.0,84.0,13.5,7.0,19.0,29.6,57.5,127.5,0
Joe Reaves,0.0,0.0,0.0,-0.01,-4.5,-3.4,-7.9,-0.1,6.0,11.0,0.55,13.0,45.0,0.31,6.0,11.0,0.55,0.55,4.0,11.0,0.36,2.0,6.0,8.0,1.0,0.0,2.0,16.7,6.0,16.0,0
Joe Smith,1.5,1.27,2.78,0.08,-2.71,-0.05,-2.74,0.2,210.54,463.88,0.43,1.27,5.73,0.17,209.27,458.15,0.43,0.43,119.04,151.12,0.8,116.54,196.19,312.73,48.62,29.08,39.88,62.5,142.54,541.38,2
Joe Stephens,-0.07,0.03,-0.03,-0.1,-5.6,-0.97,-6.53,-0.07,10.0,28.0,0.31,1.33,7.0,0.21,8.67,21.0,0.28,0.36,2.33,3.33,0.71,6.0,9.0,15.0,4.0,4.0,1.0,3.67,4.67,23.67,3
Joe Thomas,-0.9,0.3,-0.6,-0.15,-0.9,-1.2,-1.9,0.0,23.0,86.0,0.27,15.0,50.0,0.31,23.0,86.0,0.27,0.27,9.0,20.0,0.45,26.0,83.0,43.0,17.0,36.0,7.0,12.7,19.0,55.0,3
Joe Wolf,-0.19,0.54,0.35,-0.01,-5.73,-0.02,-5.76,-0.39,81.53,188.67,0.35,1.2,7.8,0.12,80.33,180.87,0.36,0.35,24.33,31.67,0.68,43.87,100.67,144.53,44.27,18.6,9.13,37.2,97.73,188.6,0
Joe Young,-0.35,0.3,-0.1,-0.02,-3.7,-2.65,-6.35,-0.25,44.0,120.5,0.36,7.5,34.5,0.22,36.5,86.0,0.43,0.4,15.5,20.0,0.77,3.5,30.0,33.5,40.0,9.5,0.0,19.0,17.5,111.0,0
Joel Anthony,0.43,0.86,1.3,0.1,-3.9,2.73,-1.17,0.3,34.17,67.33,0.49,0.0,0.0,0.02,34.17,67.33,0.49,0.49,22.67,34.42,0.65,48.08,67.83,115.92,8.42,10.83,45.25,19.17,69.67,91.0,0
Joel Bolomboy,0.1,0.1,0.2,0.17,-1.3,0.5,-0.8,0.0,9.0,16.0,0.56,1.0,4.0,0.25,8.0,12.0,0.67,0.59,3.0,6.0,0.5,4.0,13.0,17.0,2.0,1.0,2.0,2.0,1.0,22.0,0
Joel Embiid,0.5,1.5,1.9,0.12,0.0,3.2,3.2,1.0,200.0,429.0,0.47,36.0,98.0,0.37,164.0,331.0,0.5,0.51,191.0,244.0,0.78,61.0,182.0,243.0,66.0,27.0,76.0,117.0,112.0,627.0,2
Joel Freeland,0.37,0.67,1.07,0.08,-3.37,0.47,-2.9,-0.1,69.67,151.67,0.46,0.0,0.67,0.07,69.67,151.0,0.46,0.46,19.67,27.0,0.73,63.33,109.33,172.67,21.67,10.67,18.67,24.67,85.0,159.0,0
Joel Kramer,0.66,1.14,1.82,0.1,-1.96,0.9,-1.08,0.24,96.6,201.6,0.46,0.0,1.2,0.08,96.6,201.0,0.47,0.46,58.2,79.0,0.77,67.4,115.8,183.2,68.6,28.0,12.4,52.8,117.0,251.4,2
Joel Przybilla,0.42,1.06,1.48,0.05,-4.97,1.67,-3.3,0.16,58.69,107.38,0.48,0.0,0.19,0.0,58.69,107.19,0.48,0.48,32.94,59.75,0.46,73.75,170.69,244.44,17.06,10.44,54.25,38.69,108.19,150.31,0
Joey Dorsey,0.1,0.38,0.48,0.09,-3.98,-0.47,-4.47,0.03,25.17,47.67,0.49,0.0,0.17,0.13,25.17,47.5,0.49,0.49,10.83,28.67,0.47,35.67,57.0,92.67,9.5,11.67,7.67,15.33,46.17,61.17,0
Joey Graham,0.68,0.62,1.32,0.05,-2.88,-1.6,-4.48,-0.48,142.83,296.0,0.48,9.0,30.0,0.32,133.83,266.0,0.5,0.49,78.5,96.33,0.81,45.33,131.0,176.33,34.5,22.33,7.17,51.5,134.0,373.17,2
Joffrey Lauvergne,0.44,0.64,1.08,0.06,-2.56,-0.64,-3.22,-0.16,105.4,228.2,0.44,16.4,53.0,0.28,89.0,175.2,0.49,0.48,34.4,48.6,0.68,49.6,124.2,173.8,41.8,14.2,7.4,37.6,64.8,261.6,0
Johan Petro,-0.16,0.74,0.58,0.04,-4.71,0.09,-4.63,-0.45,104.9,229.0,0.45,0.2,1.5,0.12,104.7,227.5,0.46,0.45,26.4,39.5,0.66,57.8,141.6,199.4,24.3,21.2,24.9,40.2,126.5,236.4,0
John Amaechi,-0.74,0.86,0.08,-0.03,-6.02,-1.04,-7.06,-1.0,132.6,329.2,0.38,0.2,2.6,0.11,132.4,326.6,0.38,0.38,102.0,152.0,0.62,46.0,108.4,154.4,45.6,18.0,18.8,77.2,99.8,367.4,0
John Bagley,0.25,1.25,1.51,0.03,-2.44,-1.32,-3.76,0.04,214.45,490.73,0.39,10.36,43.0,0.17,204.09,447.73,0.41,0.4,88.18,113.18,0.8,37.55,119.64,157.18,361.82,68.64,4.91,137.45,99.09,527.45,2
John Battle,1.22,0.56,1.78,0.07,-1.05,-2.63,-3.68,-0.33,205.4,443.0,0.45,6.2,22.7,0.21,199.2,420.3,0.46,0.46,116.8,147.2,0.78,17.8,64.6,82.4,125.7,27.3,4.3,65.9,87.4,533.8,2
John Block,1.35,1.15,2.52,0.08,-1.75,-0.59,-2.33,0.13,185.5,421.6,0.44,7.8,27.5,0.2,185.5,421.6,0.44,0.44,141.0,179.7,0.72,49.3,116.2,283.1,61.5,31.9,16.1,13.46,136.3,512.0,2
John Brisker,1.03,0.43,1.5,0.09,-0.4,-1.8,-2.2,0.03,196.67,448.67,0.44,4.33,17.17,0.32,196.67,448.67,0.44,0.44,106.0,128.33,0.83,48.33,84.67,166.0,75.0,20.33,9.33,14.83,90.67,499.33,2
John Brown,1.02,0.81,1.82,0.03,-2.61,-0.78,-3.39,0.11,153.89,342.67,0.39,7.0,24.11,0.3,153.89,342.67,0.39,0.39,106.22,135.56,0.81,94.44,149.67,244.11,80.11,28.11,8.89,34.89,168.78,414.0,2
John Celestand,-0.4,0.2,-0.1,-0.04,-6.6,-0.8,-7.4,-0.3,15.0,45.0,0.33,2.0,9.0,0.22,13.0,36.0,0.36,0.36,5.0,6.0,0.83,1.0,10.0,11.0,20.0,7.0,0.0,16.0,22.0,37.0,3
John Coker,0.03,0.03,0.03,0.08,-0.57,-2.47,-3.03,-0.1,6.0,14.67,0.45,0.0,0.0,0.0,6.0,14.67,0.45,0.45,1.67,2.0,0.73,4.0,5.67,9.67,1.0,0.67,1.0,1.33,7.33,13.67,0
John Coughran,-0.4,0.1,-0.3,-0.09,-6.5,-2.6,-9.1,-0.3,29.0,81.0,0.36,2.0,9.0,0.22,27.0,72.0,0.38,0.37,8.0,14.0,0.57,2.0,17.0,19.0,12.0,7.0,1.0,13.0,24.0,68.0,3
John Crotty,0.65,0.32,0.99,0.12,-0.16,-2.37,-2.52,-0.08,52.0,121.0,0.43,12.15,31.62,0.42,39.85,89.38,0.44,0.47,42.46,50.62,0.84,11.08,29.92,41.0,81.69,14.77,1.54,35.46,48.31,158.62,0
John Douglas,0.15,0.1,0.25,0.02,-2.4,-4.7,-7.05,-0.15,91.0,197.5,0.32,9.5,30.5,0.4,81.5,167.0,0.25,0.37,34.5,52.0,0.83,13.5,32.0,45.5,73.5,24.0,4.5,46.0,73.5,226.0,0
John Drew,4.1,2.18,6.26,0.14,2.32,-1.57,0.75,1.62,498.27,1059.82,0.47,6.18,23.18,0.19,497.36,1054.64,0.47,0.47,392.64,524.91,0.75,196.18,266.36,462.55,111.27,91.27,17.55,131.29,240.09,1390.09,1
John Duren,-0.47,0.2,-0.27,-0.03,-4.63,-1.9,-6.5,-0.97,105.67,243.0,0.41,1.0,8.33,0.09,104.67,234.67,0.42,0.41,25.0,33.33,0.69,20.0,55.33,75.33,137.0,34.67,3.67,68.33,133.33,237.33,0
John Edwards,-0.05,0.1,0.05,-0.0,-5.7,-0.75,-6.45,-0.25,21.0,47.0,0.43,0.0,0.0,0.0,21.0,47.0,0.43,0.43,7.5,12.5,0.61,13.0,20.5,33.5,4.0,3.0,9.5,10.0,44.0,49.5,0
John Garris,0.6,0.3,0.9,0.17,0.8,-1.4,-0.6,0.1,52.0,102.0,0.51,0.0,0.0,0.2,52.0,102.0,0.51,0.51,27.0,34.0,0.79,35.0,42.0,77.0,10.0,8.0,6.0,11.0,40.0,131.0,0
John Gianelli,1.05,1.48,2.55,0.07,-2.33,0.6,-1.77,0.37,205.5,440.2,0.45,9.4,32.2,0.0,205.5,440.2,0.45,0.45,70.4,100.0,0.69,116.6,250.9,366.3,91.5,29.3,58.7,37.32,144.1,481.4,2
John Greig,0.1,0.0,0.1,0.18,-2.3,-7.2,-9.5,0.0,7.0,13.0,0.54,0.0,0.0,0.31,7.0,13.0,0.54,0.54,5.0,6.0,0.83,2.0,4.0,6.0,0.0,0.0,1.0,2.0,4.0,19.0,0
John Havlicek*,5.01,4.35,9.38,0.14,0.27,-0.24,0.11,1.55,689.0,1522.12,0.45,7.0,23.88,0.31,689.0,1522.12,0.45,0.45,345.38,411.88,0.84,91.25,212.75,496.0,454.38,71.25,20.0,38.26,200.25,1723.38,1
John Henson,1.18,1.56,2.76,0.11,-1.92,2.28,0.32,0.76,205.0,384.2,0.53,0.0,1.2,0.0,205.0,383.0,0.53,0.53,73.6,128.6,0.58,118.0,206.4,324.4,62.8,27.0,96.0,73.0,140.4,483.6,2
John Hummer,0.1,0.7,0.8,0.03,-2.6,-0.01,-2.59,-0.02,127.38,287.88,0.45,10.88,37.5,0.18,127.38,287.88,0.45,0.45,69.62,134.25,0.47,44.88,109.88,252.0,81.25,20.62,12.38,13.86,127.38,324.38,0
John Jenkins,0.23,0.2,0.43,0.06,-1.9,-2.69,-4.59,-0.16,48.57,108.57,0.44,15.86,44.57,0.34,32.71,64.0,0.49,0.5,17.29,20.43,0.89,5.43,33.14,38.57,21.57,5.57,1.86,16.14,15.29,130.29,0
John Johnson,0.98,1.6,2.59,0.05,-1.54,-0.41,-1.94,0.44,327.06,735.94,0.44,4.75,16.77,0.29,327.06,735.88,0.44,0.44,143.94,185.31,0.77,88.19,186.75,338.75,232.06,41.19,22.81,76.08,181.0,798.06,2
John Kuester,0.27,0.4,0.67,0.04,-3.5,-0.97,-4.43,-0.2,57.67,135.0,0.37,8.67,29.33,0.21,57.67,134.67,0.38,0.37,35.0,42.0,0.82,9.0,38.0,47.0,101.67,27.67,1.0,40.67,60.0,150.33,0
John Lambert,0.05,0.69,0.71,0.06,-2.06,0.07,-1.99,-0.13,79.91,186.91,0.44,2.18,9.18,0.12,79.73,185.0,0.45,0.45,26.27,37.0,0.73,58.55,101.82,160.36,28.36,16.64,17.55,32.22,96.55,186.27,0
John Laskowski,-0.1,1.1,1.05,0.04,-4.6,-0.65,-5.25,-0.85,179.5,451.0,0.38,4.5,17.5,0.33,179.5,451.0,0.38,0.38,57.0,75.0,0.81,34.0,107.0,141.0,49.5,44.0,6.0,13.35,56.0,416.0,0
John Long,0.97,1.05,2.02,0.06,-1.27,-1.53,-2.82,0.03,328.44,705.5,0.45,7.38,22.88,0.29,321.62,684.62,0.46,0.46,117.75,136.25,0.87,63.5,97.06,160.56,113.62,58.81,11.44,100.75,122.0,781.44,2
