Player,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,labels
Semih Erden,0.22,0.58,0.8,0.08,-3.72,1.12,-2.6,0.05,40.75,74.0,0.49,0.0,0.0,0.0,40.75,74.0,0.49,0.49,24.75,40.25,0.66,23.5,53.5,77.0,12.25,10.0,13.25,21.0,67.0,106.25,0
Serge Ibaka,2.95,2.81,5.78,0.13,-0.9,1.23,0.32,1.31,350.0,685.2,0.51,43.0,114.6,0.34,307.0,570.6,0.53,0.54,97.0,126.5,0.77,152.5,342.6,495.1,45.9,30.6,154.8,88.1,192.1,840.0,1
Sergei Bazarevich,0.1,0.1,0.2,0.1,-1.8,-3.1,-4.9,-0.1,11.0,22.0,0.5,1.0,6.0,0.17,10.0,16.0,0.62,0.52,7.0,9.0,0.78,1.0,6.0,7.0,14.0,1.0,1.0,7.0,10.0,30.0,0
Sergei Monia,-0.17,0.07,-0.13,0.0,-4.43,-1.07,-5.47,-0.2,19.33,58.0,0.22,6.0,22.67,0.18,13.33,35.33,0.25,0.26,6.67,9.33,0.79,7.33,27.33,34.67,12.67,4.67,3.33,8.0,27.33,51.33,3
Sergey Karasev,0.1,0.2,0.3,0.02,-3.0,-1.27,-4.3,-0.1,32.0,81.0,0.38,10.33,36.67,0.27,21.67,44.33,0.5,0.45,21.33,25.33,0.86,10.0,36.67,46.67,29.0,10.67,1.33,19.0,31.33,95.67,0
Sergio Rodriguez,0.17,0.61,0.79,0.04,-1.13,-2.19,-3.31,-0.27,120.43,286.0,0.43,33.43,98.71,0.33,87.0,187.29,0.47,0.48,37.29,50.57,0.74,20.71,67.0,87.71,199.29,37.29,2.57,86.43,75.0,311.57,0
Seth Curry,0.8,0.38,1.2,0.05,-2.98,0.78,-2.2,0.36,88.4,187.2,0.32,37.8,87.2,0.57,50.6,100.0,0.2,0.43,26.0,30.8,0.81,6.8,41.6,48.4,51.2,21.0,2.0,25.6,33.8,240.6,0
Shabazz Muhammad,1.83,0.12,1.92,0.08,-0.32,-3.85,-4.15,-0.52,214.0,450.0,0.47,29.0,90.0,0.32,185.0,360.0,0.51,0.5,115.5,154.25,0.73,67.75,105.75,173.5,34.25,18.0,5.25,44.25,63.25,572.5,2
Shabazz Napier,-0.17,0.57,0.4,0.03,-1.73,-1.5,-3.23,-0.2,76.0,204.0,0.37,37.0,104.67,0.35,39.0,99.33,0.39,0.46,38.33,50.0,0.76,11.33,65.0,76.33,98.0,31.67,2.33,56.0,50.67,227.33,0
Shaler Halimon,-1.37,1.13,-0.2,-0.1,-1.57,-0.1,-1.63,0.03,200.67,522.0,0.3,3.0,12.67,0.32,200.67,522.0,0.3,0.3,71.33,108.0,0.44,63.0,138.67,278.0,143.33,28.33,17.0,13.47,122.0,472.67,2
Shammond Williams,0.65,0.5,1.18,0.1,0.06,-3.12,-3.04,-0.07,90.09,226.82,0.36,34.45,96.45,0.34,55.64,130.36,0.39,0.42,37.55,46.91,0.78,12.64,55.45,68.09,104.27,28.18,2.0,44.73,52.82,252.18,0
Shandon Anderson,0.82,1.32,2.14,0.05,-2.03,0.08,-1.97,0.45,174.5,381.92,0.42,26.0,83.42,0.27,148.5,298.5,0.45,0.44,90.17,121.5,0.75,52.0,151.58,203.58,89.75,49.67,16.17,84.0,131.25,465.17,2
Shane Battier,2.88,2.51,5.39,0.12,0.87,1.79,2.68,2.65,214.07,488.53,0.43,90.13,234.73,0.38,123.93,253.8,0.48,0.53,83.87,113.27,0.74,90.87,206.13,297.0,126.8,70.47,65.8,63.8,157.73,602.13,2
Shane Edwards,0.0,0.0,0.0,-0.14,-10.5,-4.7,-15.2,0.0,1.0,3.0,0.33,0.0,0.0,0.31,1.0,3.0,0.33,0.33,0.0,0.0,0.76,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3
Shane Heal,-0.3,0.1,-0.2,-0.05,-3.8,-3.7,-7.5,-0.25,16.5,60.5,0.28,12.0,41.5,0.26,4.5,19.0,0.34,0.37,3.5,5.0,0.7,1.5,9.5,11.0,19.0,2.0,1.5,11.0,11.0,48.5,3
Shane Larkin,0.3,0.73,1.0,0.02,-2.1,-0.97,-3.1,-0.2,153.67,357.0,0.42,28.67,87.33,0.33,125.0,269.67,0.45,0.46,53.33,70.0,0.73,22.67,110.0,132.67,213.0,71.33,7.33,89.33,105.67,389.33,2
Shannon Brown,0.05,0.56,0.62,-0.03,-4.93,-1.34,-6.27,-0.1,89.6,214.07,0.39,19.93,60.0,0.29,69.67,154.07,0.41,0.43,34.0,42.8,0.74,13.4,43.4,56.8,34.8,22.0,6.67,30.53,42.2,233.13,0
Shaquille O'Neal*,5.52,3.27,8.79,0.19,2.36,1.53,3.91,3.55,555.29,953.1,0.59,0.05,1.05,0.02,555.24,952.05,0.59,0.59,290.71,551.9,0.52,208.33,441.81,650.14,148.52,36.71,134.29,166.24,208.29,1401.33,1
Shareef Abdur-Rahim,4.02,1.64,5.66,0.11,0.62,-0.42,0.21,1.62,423.93,897.79,0.45,11.64,39.5,0.28,412.29,858.29,0.46,0.46,312.79,383.71,0.83,147.0,344.29,491.29,163.07,63.43,48.21,165.71,181.86,1172.29,1
Sharone Wright,-0.22,0.67,0.45,0.02,-3.83,-2.35,-6.18,-0.88,170.83,369.5,0.47,0.33,2.5,0.11,170.5,367.0,0.47,0.47,97.67,156.17,0.6,94.5,135.33,229.83,26.0,18.67,42.0,77.33,120.83,439.67,2
Sharrod Ford,0.0,0.0,0.0,-0.03,-8.8,-1.6,-10.3,0.0,2.0,3.0,0.67,0.0,0.0,0.2,2.0,3.0,0.67,0.67,0.0,0.0,0.71,1.0,2.0,3.0,0.0,0.0,1.0,2.0,7.0,4.0,0
Shaun Livingston,0.8,0.89,1.68,0.07,-2.48,0.01,-2.47,0.11,120.5,248.5,0.47,0.72,4.22,0.17,119.78,244.28,0.48,0.47,53.67,66.83,0.82,25.94,85.44,111.39,144.11,32.89,17.06,60.0,83.72,295.39,0
Shavlik Randolph,0.03,0.16,0.19,0.04,-4.68,-1.1,-5.78,-0.05,12.0,28.33,0.39,0.08,0.92,0.22,11.92,27.42,0.4,0.4,7.42,13.58,0.61,14.5,20.08,34.58,3.42,4.17,3.5,5.42,18.17,31.5,0
Shawn Bradley,0.56,2.37,2.92,0.09,-3.11,3.16,0.05,0.84,219.12,482.06,0.46,0.31,3.19,0.08,218.81,478.88,0.46,0.46,102.5,145.06,0.73,136.56,270.75,407.31,43.0,38.81,165.94,85.75,193.12,541.06,2
Shawn Kemp,2.66,3.72,6.39,0.14,-0.44,1.53,1.05,1.95,393.21,805.57,0.48,2.36,8.5,0.22,390.86,797.07,0.48,0.48,307.43,414.64,0.74,216.14,414.86,631.0,121.71,84.64,91.36,197.57,273.29,1096.21,1
Shawn Long,0.6,0.3,0.9,0.2,3.4,0.0,3.4,0.3,61.0,109.0,0.56,7.0,19.0,0.37,54.0,90.0,0.6,0.59,19.0,35.0,0.54,41.0,44.0,85.0,13.0,9.0,9.0,13.0,49.0,148.0,0
Shawn Marion,3.47,3.42,6.88,0.14,0.55,2.07,2.63,2.9,403.55,831.55,0.49,43.35,132.05,0.28,360.2,699.5,0.52,0.51,127.7,158.7,0.79,152.4,414.25,566.65,123.75,98.6,69.2,97.05,140.85,978.15,1
Shawn Respert,0.35,0.12,0.45,0.03,-1.58,-2.75,-4.32,-0.21,63.0,149.0,0.41,18.5,54.38,0.31,44.5,94.62,0.47,0.46,25.75,31.5,0.8,16.5,29.12,45.62,34.75,18.12,1.25,25.38,38.38,170.25,0
Shawne Williams,0.41,0.56,0.97,0.04,-2.03,-0.91,-2.97,0.03,85.67,212.44,0.38,37.67,110.0,0.29,48.0,102.44,0.45,0.46,25.44,33.0,0.79,31.44,92.0,123.44,29.33,16.89,19.67,25.22,87.89,234.44,0
Shawnelle Scott,0.08,0.25,0.32,0.11,-3.3,-0.95,-4.27,-0.05,19.5,42.0,0.46,0.0,0.0,0.0,19.5,42.0,0.46,0.46,8.25,17.75,0.46,26.0,31.0,57.0,5.0,3.5,5.75,9.0,30.75,47.25,0
Shayne Whittington,0.1,0.15,0.2,0.1,-2.45,0.5,-2.0,0.05,12.0,26.5,0.45,0.5,4.0,0.08,11.5,22.5,0.53,0.46,9.5,12.5,0.64,7.5,13.0,20.5,4.5,3.0,1.5,5.0,12.5,34.0,0
Shea Seals,-0.1,0.0,-0.1,-0.27,-10.6,-14.0,-24.6,-0.1,1.0,8.0,0.12,0.0,3.0,0.0,1.0,5.0,0.2,0.12,2.0,4.0,0.5,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,3
Shelden Williams,0.41,0.71,1.13,0.09,-3.18,-0.19,-3.38,-0.18,71.25,155.42,0.46,0.17,1.08,0.11,71.08,154.33,0.46,0.46,50.92,69.33,0.73,61.58,121.17,182.75,18.83,20.5,19.08,34.67,86.08,193.58,0
Sheldon McClellan,0.3,0.2,0.5,0.08,-2.1,-1.5,-3.6,-0.1,30.0,75.0,0.4,7.0,30.0,0.23,23.0,45.0,0.51,0.45,23.0,27.0,0.85,4.0,30.0,34.0,15.0,8.0,2.0,5.0,17.0,90.0,0
Shelton Jones,-0.05,0.2,0.18,0.06,-1.62,0.67,-0.97,-0.2,46.5,104.5,0.46,0.0,0.5,0.16,46.5,104.0,0.47,0.46,29.0,40.0,0.71,16.0,40.5,56.5,21.0,10.5,7.5,23.5,29.0,122.0,0
Shelvin Mack,0.2,0.65,0.85,0.02,-2.62,-2.05,-4.65,-0.04,96.73,225.09,0.44,24.09,74.64,0.29,72.64,150.45,0.54,0.49,26.55,35.91,0.7,8.45,63.82,72.27,111.0,22.55,1.36,48.55,45.82,244.09,0
Sherell Ford,0.1,0.2,0.4,0.12,-1.0,-3.9,-4.9,-0.1,30.0,80.0,0.38,4.0,25.0,0.16,26.0,55.0,0.47,0.4,26.0,34.0,0.76,12.0,12.0,24.0,5.0,8.0,1.0,6.0,27.0,90.0,0
Sherman Douglas,1.65,0.69,2.32,0.06,-0.24,-2.29,-2.54,0.16,237.31,489.0,0.48,12.19,43.5,0.2,225.12,445.5,0.5,0.49,114.62,167.94,0.69,39.12,80.56,119.69,321.5,54.56,5.62,126.44,116.0,601.44,2
Sherron Collins,-0.2,0.0,-0.2,-0.12,-6.9,-3.3,-10.2,-0.1,7.0,25.0,0.28,2.0,10.0,0.2,5.0,15.0,0.33,0.32,1.0,1.0,1.0,0.0,5.0,5.0,8.0,2.0,0.0,4.0,2.0,17.0,3
Sid Catlett,-0.2,0.0,-0.2,-0.2,-0.9,-1.2,-1.9,0.0,2.0,9.0,0.22,15.0,50.0,0.31,2.0,9.0,0.22,0.22,2.0,9.0,0.22,26.0,84.0,4.0,1.0,36.0,7.0,12.7,3.0,6.0,3
Sidney Green,0.08,1.4,1.49,0.06,-3.31,-0.17,-3.47,-0.22,168.92,372.92,0.43,0.08,2.42,0.08,168.83,370.5,0.44,0.43,93.17,126.0,0.76,111.0,242.83,353.83,54.92,31.25,19.0,88.17,152.83,431.08,2
Sidney Lowe,0.12,0.6,0.72,0.05,-3.97,-1.22,-5.22,-0.25,34.67,94.5,0.35,0.67,5.17,0.11,34.0,89.33,0.37,0.35,28.33,36.67,0.82,14.17,44.33,58.5,133.17,33.67,1.5,34.0,51.67,98.33,0
Sidney Moncrief,5.58,2.63,8.22,0.17,2.71,0.36,3.07,3.08,374.27,745.27,0.5,10.0,35.18,0.21,364.27,710.09,0.51,0.51,326.09,392.64,0.83,129.45,195.55,325.0,253.91,84.0,20.73,141.0,148.64,1084.64,1
Sidney Wicks,2.18,2.03,4.24,0.07,-0.31,0.1,-0.2,1.3,504.6,1100.2,0.46,6.4,23.3,0.16,504.6,1100.0,0.46,0.46,271.1,395.5,0.66,157.7,341.8,662.0,243.7,67.2,43.9,76.29,252.4,1280.3,1
Sim Bhullar,0.0,0.0,0.0,0.39,9.4,17.1,26.6,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.68,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0
Skal Labissiere,0.7,0.5,1.3,0.1,-1.7,-0.9,-2.6,-0.1,117.0,218.0,0.54,3.0,8.0,0.38,114.0,210.0,0.54,0.54,52.0,74.0,0.7,51.0,111.0,162.0,27.0,16.0,13.0,37.0,64.0,289.0,0
Skeeter Henry,0.0,0.0,0.0,-0.09,-5.8,-4.4,-10.2,0.0,1.0,5.0,0.2,0.0,2.0,0.0,1.0,3.0,0.33,0.2,2.0,4.0,0.5,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,4.0,3
Slavko Vranes,0.0,0.0,0.0,-0.37,-16.1,-5.3,-21.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
Sleepy Floyd,1.95,1.4,3.36,0.08,-0.08,-1.35,-1.45,0.66,299.65,677.12,0.43,31.88,99.76,0.3,267.76,577.35,0.45,0.45,193.94,236.88,0.81,44.65,127.53,172.18,344.53,74.88,14.35,151.76,135.06,825.12,2
Slick Watts,-0.27,2.1,1.85,0.05,-0.52,0.98,0.42,1.38,227.62,554.25,0.4,5.75,21.5,0.32,227.62,554.25,0.4,0.4,98.62,165.5,0.6,64.38,132.75,197.12,371.5,133.62,17.75,58.04,187.25,553.88,2
Sly Williams,0.71,1.19,1.89,0.04,-1.89,-0.61,-2.51,0.63,188.86,395.0,0.41,1.57,9.71,0.14,187.29,385.29,0.43,0.42,96.0,138.71,0.68,69.86,114.0,183.86,86.14,46.86,7.86,77.14,103.14,475.29,2
Smush Parker,0.04,0.68,0.74,-0.03,-3.61,-1.38,-4.99,0.04,110.0,261.78,0.4,34.44,103.22,0.27,75.56,158.56,0.47,0.45,43.56,61.67,0.72,14.11,66.11,80.22,98.89,40.56,5.56,62.11,75.78,298.0,0
Solomon Alabi,-0.1,0.1,0.0,-0.03,-6.9,0.75,-6.15,-0.1,8.0,25.5,0.28,0.0,0.0,0.0,8.0,25.5,0.28,0.28,3.5,5.0,0.44,11.0,19.5,30.5,2.5,2.0,5.5,4.0,8.0,19.5,3
Solomon Hill,0.52,1.65,2.17,0.08,-1.88,1.15,-0.72,0.6,136.0,339.75,0.41,48.25,143.75,0.33,87.75,196.0,0.49,0.49,76.0,92.5,0.84,42.25,164.75,207.0,98.5,44.75,15.75,60.75,111.5,396.25,2
Solomon Jones,0.18,0.36,0.52,0.03,-4.78,0.52,-4.26,-0.08,32.5,70.6,0.37,0.1,0.9,0.11,32.4,69.7,0.37,0.37,25.5,35.2,0.71,28.9,42.3,71.2,10.8,6.7,16.5,17.9,59.7,90.6,0
Sonny Parker,2.52,1.98,4.48,0.12,0.77,1.0,1.73,1.93,310.33,619.17,0.5,4.33,15.0,0.26,310.33,618.83,0.5,0.5,124.5,164.83,0.74,126.0,180.83,306.83,159.0,101.83,25.17,105.7,143.0,745.17,1
Sonny Weems,-0.22,0.12,-0.08,-0.07,-5.88,-2.4,-8.32,-0.43,92.67,202.67,0.4,8.17,26.83,0.23,84.5,175.83,0.43,0.43,22.5,32.67,0.57,15.83,60.0,75.83,51.0,15.67,4.83,39.83,52.5,216.0,0
Soumaila Samake,0.05,0.15,0.15,0.06,-4.35,-1.05,-5.4,-0.15,14.0,36.0,0.4,0.0,0.0,0.0,14.0,36.0,0.4,0.4,6.0,13.0,0.71,16.0,22.0,38.0,2.5,1.0,9.5,3.0,18.0,34.0,0
Speedy Claxton,0.74,1.26,1.99,0.06,-1.74,-1.34,-3.1,0.38,153.67,373.78,0.39,5.89,31.0,0.18,147.78,342.78,0.41,0.4,109.89,145.22,0.7,25.67,87.0,112.67,201.67,68.0,5.33,77.67,112.33,423.11,2
Spencer Dinwiddie,0.53,0.47,1.0,0.05,-2.13,-1.23,-3.4,0.03,68.0,175.0,0.37,17.0,58.67,0.22,51.0,116.33,0.42,0.4,58.67,75.33,0.76,11.67,64.67,76.33,103.67,22.0,9.67,35.33,64.0,211.67,0
Spencer Hawes,0.61,1.46,2.06,0.08,-1.45,0.96,-0.5,0.48,213.43,465.93,0.46,36.57,101.07,0.33,176.86,364.86,0.5,0.5,59.57,81.5,0.74,82.86,256.0,338.86,113.71,23.07,55.43,85.21,144.5,523.0,2
Spencer Haywood*,2.82,1.88,4.7,0.1,-0.91,-0.53,-1.44,0.41,456.07,975.14,0.47,3.0,11.93,0.18,456.0,974.57,0.47,0.47,231.57,289.86,0.79,134.36,288.39,540.79,105.57,33.36,55.71,72.24,171.64,1143.79,1
Spud Webb,2.01,1.08,3.09,0.08,-0.15,-1.73,-1.85,0.38,220.64,489.36,0.45,26.21,81.93,0.23,194.43,407.43,0.47,0.47,147.93,174.36,0.86,25.0,106.57,131.57,331.14,69.57,8.43,123.79,124.79,615.43,2
Stacey Augmon,1.16,1.51,2.66,0.08,-1.87,0.89,-0.96,0.59,184.82,394.12,0.45,0.71,4.65,0.16,184.12,389.47,0.45,0.45,116.06,159.59,0.72,79.47,117.82,197.29,95.12,59.76,19.65,77.18,108.06,486.41,2
Stacey King,0.25,0.72,0.98,0.04,-3.93,-0.92,-4.86,-0.19,102.33,216.92,0.48,0.33,1.58,0.08,102.0,215.33,0.48,0.48,64.0,91.25,0.59,58.17,85.83,144.0,37.17,17.17,21.08,51.33,86.75,269.0,0
Stan Kimbrough,0.0,0.05,0.05,0.05,-2.85,-1.05,-3.9,0.0,4.5,11.0,0.39,0.5,1.0,0.41,4.0,10.0,0.34,0.43,1.0,1.0,0.89,2.0,1.5,3.5,3.0,2.5,0.0,2.0,2.5,10.5,0
Stan Love,0.35,1.05,1.38,0.07,-2.02,-0.82,-2.8,-0.12,159.0,361.0,0.44,10.25,34.5,0.2,159.0,361.0,0.44,0.44,69.5,92.5,0.75,44.25,101.5,226.25,43.0,26.0,16.75,15.4,144.5,387.5,2
Stan McKenzie,1.55,0.38,1.95,0.05,-2.83,-0.05,-2.85,-0.02,151.83,333.0,0.4,3.0,12.0,0.32,151.83,333.0,0.4,0.4,118.67,142.83,0.81,56.17,120.83,117.83,72.5,21.33,18.5,13.95,96.83,422.33,2
Stan Pietkiewicz,0.34,0.06,0.44,-0.01,-3.72,-2.28,-6.02,-0.08,41.2,92.6,0.37,9.4,26.6,0.34,31.8,66.2,0.39,0.41,12.2,15.2,0.83,10.4,16.6,27.0,50.2,11.2,1.6,19.2,22.6,104.0,0
Stan Washington,0.0,0.0,0.0,-0.2,-16.0,-1.8,-17.8,0.0,0.0,1.0,0.0,14.0,46.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.0,0.0,3
Stanislav Medvedenko,0.43,0.43,0.86,0.09,-2.43,-4.06,-6.47,-0.19,84.29,187.29,0.46,0.29,1.86,0.24,84.0,185.43,0.46,0.46,29.71,40.14,0.73,47.86,58.43,106.29,19.43,12.57,6.0,22.71,74.0,198.57,0
Stanley Brundy,0.0,0.1,0.2,0.06,-3.0,0.6,-2.5,0.0,15.0,30.0,0.5,0.0,0.0,0.31,15.0,30.0,0.5,0.5,7.0,18.0,0.39,15.0,11.0,26.0,3.0,6.0,5.0,6.0,24.0,37.0,0
Stanley Jackson,0.1,0.1,0.2,0.1,2.6,0.5,3.1,0.1,17.0,33.0,0.52,1.0,5.0,0.2,16.0,28.0,0.57,0.53,3.0,3.0,1.0,12.0,15.0,27.0,16.0,5.0,0.0,10.0,13.0,38.0,0
Stanley Johnson,-1.35,1.85,0.5,0.02,-3.45,1.15,-2.3,-0.1,177.0,482.5,0.36,54.0,179.5,0.3,123.0,303.0,0.4,0.42,58.0,77.5,0.73,47.0,200.5,247.5,111.5,55.5,18.0,92.5,149.5,466.0,2
Stanley Roberts,0.15,0.88,1.01,0.03,-5.02,-1.04,-6.05,-0.22,132.38,265.5,0.45,0.0,0.25,0.0,132.38,265.25,0.45,0.45,54.62,106.25,0.46,63.25,130.38,193.62,23.62,13.75,48.12,46.25,132.5,319.38,0
Stefano Rusconi,-0.1,0.0,-0.1,-0.1,-7.4,-0.2,-7.6,0.0,3.0,9.0,0.33,0.0,0.0,0.2,3.0,9.0,0.33,0.33,2.0,5.0,0.4,3.0,3.0,6.0,3.0,0.0,2.0,3.0,10.0,8.0,3
Steffond Johnson,-0.3,0.1,-0.2,-0.04,-6.4,-1.9,-8.3,-0.4,27.0,64.0,0.42,0.0,3.0,0.0,27.0,61.0,0.44,0.42,20.0,38.0,0.53,15.0,28.0,43.0,5.0,9.0,2.0,18.0,55.0,74.0,0
Stephane Lasme,-0.1,0.3,0.3,0.04,-4.8,1.9,-2.8,-0.1,32.0,71.0,0.45,0.0,0.0,0.25,32.0,71.0,0.45,0.45,19.0,32.0,0.59,26.0,27.0,53.0,3.0,13.0,22.0,15.0,35.0,83.0,0
Stephen Curry,7.72,2.77,10.54,0.2,6.68,-0.56,6.1,5.22,573.62,1205.62,0.48,239.62,547.38,0.44,334.0,658.25,0.51,0.57,249.12,276.5,0.89,50.62,262.12,312.75,489.5,128.62,15.12,227.25,180.12,1636.0,1
Stephen Graham,-0.11,0.29,0.19,0.02,-4.0,-1.37,-5.37,-0.27,44.33,100.22,0.41,6.11,20.22,0.25,38.22,80.0,0.43,0.45,19.0,24.44,0.86,9.11,41.0,50.11,13.78,6.89,2.33,18.67,42.56,113.78,0
Stephen Howard,0.18,0.3,0.48,0.11,-2.0,-0.05,-2.05,0.0,29.5,57.83,0.51,0.0,0.0,0.31,29.5,57.83,0.51,0.51,26.33,41.5,0.65,16.67,26.33,43.0,6.0,9.5,6.67,14.17,34.67,85.33,0
Stephen Jackson,0.59,1.71,2.28,0.05,-0.62,-0.29,-0.91,0.84,288.6,694.95,0.4,76.5,231.85,0.3,212.1,463.1,0.46,0.45,159.55,200.05,0.77,41.75,163.95,205.7,166.95,68.95,20.35,134.3,126.95,813.25,2
Stephen Thompson,-0.1,0.07,-0.03,-0.06,-5.7,-0.47,-6.13,0.0,9.33,24.67,0.36,0.0,0.67,0.11,9.33,24.0,0.37,0.36,2.0,5.33,0.51,7.33,5.33,12.67,5.33,4.0,2.0,3.33,6.0,20.67,3
Stephen Zimmerman,-0.1,0.1,0.0,-0.0,-7.8,0.4,-7.3,-0.1,10.0,31.0,0.32,0.0,0.0,0.0,10.0,31.0,0.32,0.32,3.0,5.0,0.6,11.0,24.0,35.0,4.0,2.0,5.0,3.0,17.0,23.0,3
Stephon Marbury,4.42,0.98,5.41,0.11,3.15,-2.41,0.75,1.81,396.76,917.24,0.43,67.29,207.0,0.32,329.47,710.24,0.46,0.46,255.65,324.59,0.76,39.65,132.18,171.82,448.65,71.18,8.12,174.12,135.94,1116.47,1
Steve Alford,0.42,0.33,0.77,0.08,-1.32,-1.85,-3.17,-0.08,73.17,159.67,0.42,9.17,27.17,0.25,64.0,132.5,0.46,0.44,29.5,34.5,0.81,5.83,30.17,36.0,44.67,21.67,2.17,22.33,28.33,185.0,0
Steve Bardo,-0.2,0.15,-0.05,-0.01,-4.8,0.65,-4.25,-0.1,14.0,42.5,0.35,0.5,5.0,0.08,13.5,37.5,0.4,0.35,8.0,11.5,0.69,6.0,23.5,29.5,22.0,6.0,2.0,11.0,22.5,36.5,0
Steve Blake,1.05,0.85,1.91,0.06,-0.67,-1.55,-2.21,0.06,137.89,343.63,0.39,68.37,180.05,0.37,69.53,163.58,0.42,0.5,32.37,42.16,0.75,16.05,106.63,122.68,239.0,40.0,4.47,83.21,85.05,376.53,2
Steve Bracey,0.67,0.6,1.3,0.06,-2.2,-1.17,-3.37,-0.27,162.33,348.33,0.45,4.33,16.5,0.32,162.33,348.33,0.45,0.45,55.67,81.33,0.68,36.5,99.33,97.0,136.0,31.33,12.33,15.3,107.67,380.33,0
Steve Bucknall,-0.4,0.0,-0.3,-0.2,-9.6,-2.8,-12.3,-0.2,9.0,33.0,0.27,0.0,1.0,0.0,9.0,32.0,0.28,0.27,5.0,6.0,0.83,5.0,2.0,7.0,10.0,2.0,1.0,11.0,10.0,23.0,3
Steve Burtt,-0.2,0.18,0.0,0.0,-2.15,-2.92,-5.08,-0.28,54.5,128.0,0.42,0.5,3.5,0.12,54.0,124.5,0.43,0.43,36.5,52.5,0.72,7.0,16.0,23.0,30.75,12.25,3.25,27.5,48.75,146.0,0
Steve Colter,0.84,0.96,1.8,0.07,-1.47,-0.59,-2.07,0.18,138.92,310.75,0.43,6.92,24.17,0.25,132.0,286.58,0.45,0.44,67.5,86.75,0.77,31.5,79.5,111.0,162.75,48.42,8.5,57.67,94.0,352.25,2
Steve Downing,-0.2,0.1,-0.1,-0.21,-11.8,-3.1,-14.95,-0.05,10.5,33.0,0.16,6.5,24.0,0.0,10.5,33.0,0.16,0.16,11.0,20.0,0.29,7.0,13.5,20.5,5.5,2.5,0.0,15.3,16.5,32.0,3
Steve Francis,3.33,1.9,5.25,0.1,1.68,0.15,1.85,2.67,352.36,821.09,0.42,54.55,160.64,0.34,297.82,660.45,0.44,0.45,281.73,353.91,0.77,94.0,224.64,318.64,347.09,83.64,21.82,204.0,183.36,1041.0,1
Steve Goodrich,-0.1,0.05,-0.1,-0.06,-7.75,-0.3,-8.05,-0.15,4.5,14.0,0.29,0.5,1.5,0.32,4.0,12.5,0.3,0.31,2.5,4.5,0.54,4.0,9.0,13.0,5.5,1.5,1.5,5.5,12.0,12.0,3
Steve Green,0.33,0.4,0.73,0.07,-1.57,-1.47,-3.07,-0.17,93.67,213.67,0.45,12.0,40.33,0.31,93.67,213.67,0.45,0.45,47.67,67.67,0.68,44.0,56.0,100.0,32.33,23.67,5.67,17.6,87.67,235.0,0
Steve Hamer,0.1,0.1,0.2,0.03,-4.8,-2.7,-7.5,-0.4,30.0,57.0,0.53,0.0,2.0,0.0,30.0,55.0,0.55,0.53,16.0,29.0,0.55,17.0,43.0,60.0,7.0,2.0,4.0,13.0,39.0,76.0,0
Steve Harris,0.23,0.4,0.63,0.06,-3.23,-1.9,-5.14,-0.21,116.43,264.29,0.4,0.14,3.86,0.12,116.29,260.43,0.4,0.4,49.14,59.43,0.86,29.57,40.57,70.14,46.43,23.71,5.29,32.14,50.57,282.14,0
Steve Hawes,1.2,1.77,2.96,0.09,-1.26,1.13,-0.16,0.87,192.79,402.07,0.47,4.79,17.43,0.19,191.43,397.21,0.47,0.47,88.29,112.93,0.76,106.0,260.43,366.43,107.0,42.86,25.21,70.91,160.29,475.21,2
Steve Hayes,0.17,0.37,0.56,0.08,-2.87,0.2,-2.69,-0.04,41.0,84.86,0.49,0.0,0.14,0.0,41.0,84.71,0.49,0.49,15.86,30.14,0.5,34.57,57.29,91.86,16.14,5.14,17.43,16.86,72.71,97.86,0
Steve Henson,0.34,0.21,0.51,0.07,-1.86,-4.11,-5.99,-0.16,36.29,90.14,0.44,15.0,34.71,0.49,21.29,55.43,0.36,0.54,18.0,20.71,0.89,6.57,18.57,25.14,66.43,12.57,0.29,25.0,40.43,105.57,0
Steve Johnson,0.91,1.21,2.09,0.03,-2.88,-0.4,-3.28,0.34,227.93,399.79,0.52,0.0,0.29,0.0,227.93,399.5,0.52,0.52,132.07,210.29,0.62,98.14,181.93,280.07,62.5,23.57,43.14,119.43,198.0,587.93,2
Steve Jones,0.3,0.5,0.8,0.05,-3.2,-3.3,-6.5,-0.9,168.0,380.0,0.44,14.0,46.0,0.33,168.0,380.0,0.44,0.44,78.0,94.0,0.83,13.0,62.0,75.0,63.0,17.0,6.0,12.8,96.0,414.0,0
